E-Platform,Course Title,User Name,Ratings,Feedbacks, 
Coursera,"Python for Data Science, AI & Development", Kshitij P,Rating: 4.5 out of 5,"The IBM cloud ""service"" leaves much to be desired. Multiple times I've experienced outages while I was in the middle of lab assignments. It's a paid course where they give you ""free"" credits to do the course work in their cloud ""service."" But the credits are inadequate for the labs and they constantly ask for your credit card to buy more ""service."" While the class is okay I wouldn't recommend it to anyone because of the poor IBM cloud support.",
Coursera,"Python for Data Science, AI & Development", Zahid A,Rating: 4.0 out of 5,"it becomes easier wand clearer when one gets to complete the assignments as to how to utilize what has been learned. Practical work is a great way to learn, which was a fundamental part of the course.",
Coursera,"Python for Data Science, AI & Development", Badal S,Rating: 3.0 out of 5,The syllabus of the course takes you in a roller-coaster ride.,
Coursera,"Python for Data Science, AI & Development", Susan A,Rating: 5.0 out of 5,"Time waster, doesn't go in depth, the total video content is of less then 2 hours. The quizzes and assignments are too easy.",
Coursera,"Python for Data Science, AI & Development", imran k,Rating: 2.5 out of 5,The final project at week 5 needs to be completely revamped.  Poor learning experience...absolutely ridiculous and is creating tremendous frustration amongst all students.,
,,,,,
Coursera,Applied Data Science with R, Beth a,Rating: 3.0 out of 5,"Although this course is part of the Advanced Data Analytics certificate program, it felt much too introductory. Way too much redundant readings. If you are already in the industry (which this certificate is marketed towards), I would skip this course.",
Coursera,Applied Data Science with R, Syd F,Rating: 5.0 out of 5,"Being an supposedly advanced course this course is a disappointment. It s a motivational course with zero to none applicable knowledge. What I learned is , everyone is beautiful, half of the staff from google seems to have imposter syndrome and google is very ethical. Thx for that info",
Coursera,Applied Data Science with R, Philipp E,Rating: 5.0 out of 5,Most of the material seems unnecessary and out of place in an advanced program.,
Coursera,Applied Data Science with R, Franco G,Rating: 4.5 out of 5,"This course was a bit misleading as it's more of a ""communications"" course, than ""data science"". There should be an option to bypass this course for those of us who have work experience and for those of us who are merely looking to benefit from the technical aspects of the Certificate.",
Coursera,Applied Data Science with R, Hercules K,Rating: 5.0 out of 5,"This was a very useful course. I was pleasantly surprised by the type of content and the way it made me think. I am used to studying technical content, so this was a welcome change.",
Coursera,Applied Data Science with R, Matthew E,Rating: 5.0 out of 5,"In this course i gain a deep knowledge about what is data science and what are all the other names, fields related with data science. How we use data to gain insights from the model.",
Coursera,Applied Data Science with R, Mukesh K M,Rating: 5.0 out of 5,interesting course outline and assessments given. and i also commend our  various course instructors throughout our learning process for thei  words of encouragement. thanks.,
Coursera,Applied Data Science with R, Julius A,Rating: 1.0 out of 5,"I love the course very much, it provides everything needed to get started  with a data science project and proper communication with both the data teams and stakeholders.",
Coursera,Applied Data Science with R, Samuel O,Rating: 5.0 out of 5,This is a very good refresher + new course material for someone who has already completed the Google Data Science course. Looking forward to the next course,
Coursera,Applied Data Science with R, Subhajit S,Rating: 4.5 out of 5,"I loved this class. I think this class may be getting slightly lower rating because it focuses less on technical skills like the other courses do. However, this make sense because this is the intro course to the certificate program. Also, the importance of communication skills cannot be overstated. I just started a job as a data analyst at a hospital system, and the communication advice is coming in very handy as I adjust to the new time. The material is invaluable, and I enjoyed hearing the instructors voice (it's soothing).",
Coursera,Applied Data Science with R, Mumana A,Rating: 4.5 out of 5,Fairly light on content.,
Coursera,Applied Data Science with R, Adam H,Rating: 5.0 out of 5,"I love this approach of having a project in every of the 7 courses, that will come together to form that final capstone! As someone who just completed the DA Cert, I can feel the commonalities and differences between DA and ADA and how this current one is indeed 'advanced'. In this first course itself, I have already dived into Data Science and learned a lot about the different data professionals that exist. I find this kind of information very meaningful if I were to enter this career field.",
Coursera,Applied Data Science with R, Woo T S,Rating: 4.5 out of 5,"66% of the course has complete but no practical skill has been imparted. Major emphasis is laid on generic knowledge of Data analytics career, preparation of interview and Communication. I enrolled in course to learn Statistics, Python and other programing knowledge but still waiting for the same even after 2/3 (66%) of the course.",
,,,,,
Udacity,Data Scientist,Mohammad,Rating: 3.0 out of 5,Gives you an overview of the main working areas of data science.,
Udacity,Data Scientist,Nevzat Anıl T,Rating: 5.0 out of 5,t is quite educating for dara scientists.,
Udacity,Data Scientist,Dattaji K.,Rating: 3.5 out of 5,Going good although a bit slow due to time constraints.,
Udacity,Data Scientist,Maxim K.,Rating: 5.0 out of 5,"Small bugs, but the content and the tasks are really great for the job preparation!",
Udacity,Data Scientist,Saad A.,Rating: 2.0 out of 5,great start,
Udacity,Data Scientist,Nihal K.,Rating: 4.5 out of 5,Just Brilliant.,
Udacity,Data Scientist,Abdulaziz I.,Rating: 2.5 out of 5,It is definitely more challenging than any coursera course I have taken related to the subject and therefore I believe I am learning more. thank you,
Udacity,Data Scientist,Mbogol Touye A.,Rating: 4.0 out of 5,"It was really fun and engaging, it made me explore areas that i feel uncomfortable with",
Udacity,Data Scientist,Brendon K.,Rating: 3.5 out of 5,"The focus on implementation instead of full knowledge is good for me, as I need the push to actually build projects.",
,,,,,
Udacity,Programming for Data Science with Python,Taha,Rating: 5.0 out of 5,The project work and the course material is essential to getting you ready for the workforce. It gets you comfortable in reading documentation and working across the different technologies.,
Udacity,Programming for Data Science with Python,Abdalla H.,Rating: 4.5 out of 5,it exceeded my expectations,
Udacity,Programming for Data Science with Python,"Tsai-sang, Susan D.",Rating: 5.0 out of 5,Fantastic learning material!,
Udacity,Programming for Data Science with Python,Yan L.,Rating: 4.5 out of 5,very good program.,
Udacity,Programming for Data Science with Python,Omar A.,Rating: 2.0 out of 5,Wonderfull!!,
Udacity,Programming for Data Science with Python,SAI ABHIROOP T.,Rating: 5.0 out of 5,This program has been going great!,
Udacity,Programming for Data Science with Python,RYAN S.,Rating: 4.0 out of 5,It is a good program. Very solid. Very comprehensive.,
Udacity,Programming for Data Science with Python,Emanuel T.,Rating: 4.0 out of 5,"Yes, the only thing I could include is more exercises, and some introductory ones for each subject, so things don't get confusing",
Udacity,Programming for Data Science with Python,Patrick B.,Rating: 4.0 out of 5,"good overview of basic SQL, fun project applying the basics",
Udacity,Programming for Data Science with Python,Ernest O.,Rating: 5.0 out of 5,I am very excited and looking forward to the next stage,
Udacity,Programming for Data Science with Python,BONAVENTURE U.,Rating: 5.0 out of 5,Course was good and now I can write basic sql commands,
Udacity,Programming for Data Science with Python,Elizabeth O.,Rating: 4.0 out of 5,I am happy with the level of handson experience this course gives.,
Udacity,Programming for Data Science with Python,Pearl S.,Rating: 4.0 out of 5,Very informative.,
Udacity,Programming for Data Science with Python,Hossam S.,Rating: 4.0 out of 5,very good practical experience,
,,,,,
Udacity,Data Analyst,Abdulaziz,Rating: 5.0 out of 5,It is a great program it helped me a lot,
Udacity,Data Analyst,Mbagatuzinde Ikuzwe,Rating: 4.0 out of 5,"This is a course packed with recent technologies, best practices and taught by the best teachers. I had fun working with the each project in the course and I like how reviewers are helpful.",
Udacity,Data Analyst,Anonymous,Rating: 3.5 out of 5,It‚Äôs excellent for learning from the starch also it‚Äôs challenging in a good way!,
Udacity,Data Analyst,miya M.,Rating: 4.0 out of 5,iLOVE IT,
Udacity,Data Analyst,Nikita G.,Rating: 5.0 out of 5,"It's very interesting for me to learn SQL and Python, thank you so much for your course!!!!",
Udacity,Data Analyst,Mubarak A.,Rating: 5.0 out of 5,Very Well,
Udacity,Data Analyst,Pedro F.,Rating: 4.5 out of 5,Good insights.,
Udacity,Data Analyst,Yazeed A.,Rating: 4.0 out of 5,It was perfect i have done all and i love it,
Udacity,Data Analyst,Yalin C.,Rating: 5.0 out of 5,yes great,
Udacity,Data Analyst,MUHAMMAD HIDAYAT B.,Rating: 5.0 out of 5,Very interesting program to deepen my understanding on a data analyst role.,
Udacity,Data Analyst,Iniobong N.,Rating: 3.0 out of 5,This program is just what I expected.,
Udacity,Data Analyst,Nformi N.,Rating: 3.0 out of 5,"I am so glad I finally completed the program. I will take what I learned, apply it further, and build on it. It is an excellent foundation for anyone who is interested in getting into Data Analytics and Python. The structure was very beginner friendly, taking one from SQL to python to statistics. Definitely worth it. Not to mention free elective courses for people who need to build a good foundation. Thank you for the amazing projects and the teachers were great. I mostly enjoyed the quizzes where one got a chance to play with the data and apply what was thought in the lessons",
Udacity,Data Analyst,Julio Verne G.,Rating: 3.0 out of 5,"Until now, is perfect!",
,,,,,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Mustafa E.,Rating: 5.0 out of 5,Great,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Fabio Carvalho L.,Rating: 5.0 out of 5,I've been learning a lot so far. There are a few mini-side projects and projects to have enough hands-on experience.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Anonymous,Rating: 4.0 out of 5,The Seven Sages company project was a really good exercise as it covered almost everything we learned so far. Looking forward to learning more visualisations and reporting techniques.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Angelica Maria T.,Rating: 4.5 out of 5,Good - the project really tied all the concepts together.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,John L.,Rating: 5.0 out of 5,"This program is challenging. A lot more than I expected. It does take a while to get myself familiar with the M Codes, DAX measures, but it was a great experience to go through the report creation. Many thanks.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,Santosh T.,Rating: 3.5 out of 5,"The Program is indeed interesting and I wished it had more exercise to complete in bits as it was overwhelming when I had to do the first project. I certainly like the fact that it is well supported with resources and helpful mentors. I look forward to completing this course in time, as I know it gets a bit fast paced.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,Ankita B.,Rating: 2.5 out of 5,its really great and the assignments are engaging enough to use all the lessons i have learnt so far,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Matthew C.,Rating: 3.5 out of 5,"I came in with some PBI experience, but I have still learned some new things so far. Looking forward to the remainder of the course.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,IAN D.,Rating: 4.0 out of 5,"Don't take this the wrong way, but I really feel like PowerBI is the love child of Visual Basic, dbase, and Jupyter Notebooks, and I'm still not sure what to make of that. The course is kind of nice though.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,BAKTHAVATHCHALAM K.,Rating: 4.5 out of 5,Its going good.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Gaddam Srinitha R.,Rating: 3.0 out of 5,VERY GOOD,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Kevin D.,Rating: 5.0 out of 5,Going well. Parts of the 1st project were a bit of a challenge. had to search the internet for some additional training/guidance as it felt like the course didn't provide everything needed to understand how to do some of the tasks,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Peter H.,Rating: 5.0 out of 5,"The program is good to follow, the videos, examples and exercises are a great way to get through it.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,Anonymous,Rating: 4.5 out of 5,"I believe this program is extraordinary so far. Yes, it is challenging. But it enables me to learn a lot in record speed. Thank you!",
Udacity,Data Analysis and Visualization with Microsoft Power BI,Nora √Ö.,Rating: 5.0 out of 5,It's going well. I like the videolessons and the regular quizes and exercises. Makes it much easier to remember the content of the lessons after completion.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,Dawn G.,Rating: 4.5 out of 5,Figuring out what the calculations should be is the hardest part for me.,
,,,,,
Udacity,Data Engineering with AWS,Daniel Bendel,Rating: 5.0 out of 5,Was good. Sometimes lack of details,
Udacity,Data Engineering with AWS,Lewis C,Rating: 5.0 out of 5,A great program to start up the Data Engineer career path specifically for Spark and AWS products.,
Udacity,Data Engineering with AWS,Navreen K.,Rating: 3.5 out of 5,It's a great learning for upskilling yourself.,
Udacity,Data Engineering with AWS,Nicolas M.,Rating: 5.0 out of 5,"Once you get going, it gets really interesting and the topics are covered really well. Some issues with AWS console that should be address to make easier life for users. As Cluster generation errors due to new version of AWS for capstone and airflow projects. The rest, really good",
Udacity,Data Engineering with AWS,Prem Digdesh M.,Rating: 4.0 out of 5,The program is really great and the hand on project provides a great understanding of the concepts taught in the course lectures.,
Udacity,Data Engineering with AWS,Felipe L.,Rating: 4.5 out of 5,Very good explanations and contents,
Udacity,Data Engineering with AWS,Jaeseok P.,Rating: 5.0 out of 5,"The meat of this course is in the projects. There is a lot of thought that went into the project design, I think it is the right mix of independence and guidance. The review process is spot-on.",
Udacity,Data Engineering with AWS,Vasupratha R.,Rating: 5.0 out of 5,The program is detailed and very helpful for my career,
Udacity,Data Engineering with AWS,Mohamed S.,Rating: 5.0 out of 5,Thanks,
Udacity,Data Engineering with AWS,Rajat K.,Rating: 4.5 out of 5,Awesome,
Udacity,Data Engineering with AWS,Carlos B.,Rating: 5.0 out of 5,I don't have the time I would like to invest on it. But it is great so far.,
Udacity,Data Engineering with AWS,Abdulrahman A.,Rating: 5.0 out of 5,It was a great experience.,
Udacity,Data Engineering with AWS,Nicholas D.,Rating: 4.5 out of 5,"Its great. I was very happy with Project 1 - postgres with Python ETL project was great, I learn some new things. I was also very happy with some of the extra inputs from the assessor with regards to using sqlalchemy to generate the physical data model. However, I was disappointed that the course so far has not covered the practice of using slowly changing dimensions...I hope that this will be covered later. It was also unclear why the projects table template did not use prefixes of DIMN_% and FACT_% to help differentiate the types of tables and therefore the data modeling methodology that they belonged... is this no longer a good practice? I am now delving in the NoSQL Cassandra data modelling space which is new territory for me. I am very much looking forward to what learning I have ahead of me here.",
Udacity,Data Engineering with AWS,Kevin P.,Rating: 3.0 out of 5,"Yes. It has, I like that the reviews are really detailed and the projects are what I expected to learn :)",
Udacity,Data Engineering with AWS,Yong il A.,Rating: 5.0 out of 5,I can fully understand the courses I have learned so far,
,,,,,
Linked In Learning,Learning Data Analytics: 1 Foundations,Shanmathi balakrishnan,Rating: 4.0 out of 5,very good,
Linked In Learning,Learning Data Analytics: 1 Foundations,Andre Nyanjahia,Rating: 5.0 out of 5,Very Broad Course,
Linked In Learning,Learning Data Analytics: 1 Foundations,Jennifer John,Rating: 5.0 out of 5,very clear explanation which is very useful for the students who have a option to become data Analyst or Data Scientist.,
Linked In Learning,Learning Data Analytics: 1 Foundations,Aparna Keshari,Rating: 5.0 out of 5,"""Learning Data Analytics: 1 Foundations"" is an excellent course for beginners who want to build a strong understanding of data analytics. The course provides clear explanations, practical examples, and a structured approach to learning key concepts like data cleaning, visualization, and analysis. I especially appreciated how the course included real-world applications, making it easier to see how these skills are used in a business setting. Highly recommended for anyone starting their data analytics journey!",
Linked In Learning,Learning Data Analytics: 1 Foundations,Teddy Mokoena,Rating: 4.0 out of 5,very helpful,
Linked In Learning,Learning Data Analytics: 1 Foundations,Fortune Chidiebere,Rating: 3.0 out of 5,"clear explanation, well paced",
Linked In Learning,Learning Data Analytics: 1 Foundations,Maria Ngigi,Rating: 4.5 out of 5,Informative and enlightens.,
Linked In Learning,Learning Data Analytics: 1 Foundations,Odeyale Kehinde Musiliudeen,Rating: 4.5 out of 5,This is so insightful!,
Linked In Learning,Learning Data Analytics: 1 Foundations,William maphanga,Rating: 4.0 out of 5,"Review on Learning Data Analysis Learning data analysis has been an enriching and transformative experience. As a data analyst, the ability to interpret and derive insights from data is crucial in today’s data-driven world. Here are some key aspects of my learning journey: Foundational Knowledge: I started with the basics of statistics and data manipulation, which provided a solid foundation. Understanding concepts such as mean, median, mode, standard deviation, and correlation was essential for analyzing data effectively.",
Linked In Learning,Learning Data Analytics: 1 Foundations,Jeff Wood,Rating: 5.0 out of 5,This was great to build a foundation,
Linked In Learning,Learning Data Analytics: 1 Foundations,Egne Krillo,Rating: 4.0 out of 5,Very interesting to listen to and well composed.,
Linked In Learning,Learning Data Analytics: 1 Foundations,Bhupender singh,Rating: 4.0 out of 5,good,
Linked In Learning,Learning Data Analytics: 1 Foundations,Oualid Regragui,Rating: 4.0 out of 5,"So much detailing , not enough practice and her flat voice made this course completely boring",
Linked In Learning,Learning Data Analytics: 1 Foundations,Erkin G,Rating: 5.0 out of 5,The instructor turned an essentially interesting course into a very boring one with her flat voice without toning.,
Linked In Learning,Learning Data Analytics: 1 Foundations,Osvaldo Cavazos,Rating: 3.0 out of 5,Not on my worst enemies.,
Linked In Learning,Learning Data Analytics: 1 Foundations,Dylan Hillsburg,Rating: 3.5 out of 5,"The instructor delivery made learning very hard. When talking about key terms, the instructor's tone often had downward inflection, which had a dizzying effect of almost de-emphasizing the important parts. A lot of the examples were very free flowing, train of thought and felt more like when you ask a colleague how to do something and they blast through their own process without trying to teach you how. Additionally, this course has been riddled with IT quirks that has resulted in an immense loss of time, such as the certificate not generating despite everything being complete. This was not a good experience.",
Linked In Learning,Learning Data Analytics: 1 Foundations,Manisha Pillai,Rating: 5.0 out of 5,"it needs to understand one is telling these to Professionals as this is on Linkedin. So much detailing, not coming to the point even after 1 Chapter is pretty non-engaging.",
,,,,,
Linked In Learning,Learning Data Visualization,Jose Villalobos,Rating: 3.5 out of 5,Making your brain think for more,
Linked In Learning,Learning Data Visualization,Rachel Quill,Rating: 4.5 out of 5,"Recommended - good overview of different types of data visualization by content delivery need, with helpful resources and clear examples",
Linked In Learning,Learning Data Visualization,Josefina Arellano,Rating: 5.0 out of 5,It gives a clear understanding of Data Visualization,
Linked In Learning,Learning Data Visualization,Shah Martinez,Rating: 4.5 out of 5,"This course really focuses on the mindset you need to ultimately craft the right visualization. Armed with the correct mindset, the cheatsheet, and a mental framework to create your own visualizations, this course prepares you to tackle any situation where you may need to present data. The pacing of the course is perfect. I enjoy the fact that the instructor uses hand drawn visualizations throughout the course. It reinforces the idea that visualizations can be informative no matter how polished they are so long as they adhere to the core principles of good data visualization.",
Linked In Learning,Learning Data Visualization,Vaishnavi Wadhwa,Rating: 5.0 out of 5,"The experience of the instructor is worth it! I never knew hand-drawn charts would be this helpful. This is something that I actually needed and was waiting for a long time. It cleared my concept, planted some new ideas, and removed the restriction from my mind. I absolutely would recommend this above anything else; LOVE IT !! Gratified.",
Linked In Learning,Learning Data Visualization,Emmie Reed,Rating: 3.5 out of 5,great! excellent! fantastic! very informative!,
Linked In Learning,Learning Data Visualization,Seerangan S,Rating: 3.0 out of 5,Nice,
Linked In Learning,Learning Data Visualization,Karen Fernandes,Rating: 5.0 out of 5,Excellent for a quick overview of do's and don'ts when preparing data for a presentation.,
Linked In Learning,Learning Data Visualization,Ahmed Hashish,Rating: 5.0 out of 5,"Interesting, entertaining & very beneficial is all I can say. Definitely going for more Bill Shander's.",
Linked In Learning,Learning Data Visualization,Olayinka Ojo,Rating: 4.5 out of 5,"The topic is very interesting, especially the way it was presented.",
Linked In Learning,Learning Data Visualization,Pramod M.R,Rating: 3.0 out of 5,t is good to know before creating what exactly we need to do when representing the dashboard to the end users.,
,,,,,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Santosh jha,Rating: 3.5 out of 5,"I was good to get to know the working of code for data science project, definitely I would recommend it to others",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Ganesh L V,Rating: 5.0 out of 5,Very Good conetnt for Experianced professionals..,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Jose Pineda,Rating: 4.5 out of 5,"The course has allowed me to expand my technical knowledge of Python for processing data from multiple sources and preparing it for machine learning. This step brings me closer to a deeper understanding and application of artificial intelligence and its use in the product management profession, focused on data-driven decision-making and automation. The course includes practical examples with multiple approaches that showcase how to adapt sales, marketing, and trade marketing operations to leverage specific technologies for analyzing trends and making more accurate, actionable predictions.",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Sean Chavez,Rating: 5.0 out of 5,"yes, It is great",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Amit Parida,Rating: 4.5 out of 5,There should be some option to practice,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Nevil Mehta,Rating: 2.5 out of 5,Content is great!. Thanks for such a valuable learning experience!,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Kioko Munyao,Rating: 5.0 out of 5,"Python for Data Science and Machine Learning Essential Training Part 1 is an excellent starting point for anyone interested in entering the field of data science. It offers a solid foundation in Python and its application to data analysis and machine learning. The course is well-taught, practical, and accessible, making it a valuable resource for aspiring data scientists and machine learning practitioners. Highly recommended for beginners and those looking to refresh their Python skills in a data science context.",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,Sajana Ratnayake,Rating: 5.0 out of 5,It's a good start into data science. Would recommend having basic understanding of Python so that it's easier to follow. Instructions are clear and easy to understand Could be more engaging in the videos but better than most other courses.,
,,,,,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Raj Sharma,Rating: 5.0 out of 5,Good course where you can get summary of various tools and its capabilities,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Andrew Badejo,Rating: 4.0 out of 5,Highly recommended,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Andres J,Rating: 5.0 out of 5,Practical and to the point. If you are exploring this field this course will give you the correct tools and questions to follow through.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Stacy Wairengi,Rating: 4.0 out of 5,I love this content. I am learning a lot so far and I have already recommended it to other people,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Ieva Avota ,Rating: 5.0 out of 5,I like this course of getting to know some of the public tools I could use to practice my skills. But the technical tasks here were partly too fast and either not advanced enough of too advanced :),
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",David Koegel,Rating: 3.0 out of 5,Experience was just OK and I wouldn't necessarily recommend it to other as I don't typically make unsolicited recommendations for products and services.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Traolach,Rating: 3.5 out of 5,Easy to follow with good exercise files to allow you to practice.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Donna Provda,Rating: 5.0 out of 5,This course is not something I would buy or use to train employees as it is too long. Inroduction to Data Science is boring the examples used do not engage the watchers interest and I an just piqued the course is taking so long!,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Hector Toh,Rating: 2.0 out of 5,Good appreciation to those in this field on what they do and the potential value its may bring if adopted correctly.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Mohammed,Rating: 3.0 out of 5,"very advanced and not suitable for beginners. Also, the concepts were really difficult to grab as the pace was fast.",
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Sharita ,Rating: 4.5 out of 5,"i am not into data science, so its difficult to understand the coding language",
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",Ursel Kulessa,Rating: 4.5 out of 5,"Think about using simpler words and shorter sentences in your explanations and descriptions. At times, it is hard to follow and understand. It is practical. However, the programming gets a bit complicated and I think is too advanced for an Introduction course. Keep it simpler.",
,,,,,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,William maphanga ,Rating: 4.5 out of 5,I think it was a very good course. I wasn't entirely sure why the exercise components seemed to stop after a certain point in the course. I think that provides great structure and motivation to apply all the things I'm learning.,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,pooja  Maroam,Rating: 5.0 out of 5,"Very good course. there's something really great about the way Colt teaches. It doesn't feels like you're in a pre-recorded video course, it literally feels like the teacher is talking to you and the course is specially made for you. Definitely a 5 star course!",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Sunday Kazeem,Rating: 5.0 out of 5,"Highly recommended, this course helped me the most for data analysis with Python. Cudos and gratefulness to Colt Steele! Wonderfully done, you can easily ""drink"" the lessons. Excellent tutor, funny and precise explanations. Very easy and convenient to learn the in and outs of data analysis and visualization with Python and Pandas.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Mokone L,Rating: 5.0 out of 5,"I already love u since your SQL course and also learnt alot from this course as well you are my favourite  Teacher ever And a big thanx for everything ""My Sir""ðŸ™ðŸ’—",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Daniel Anna,Rating: 3.5 out of 5,"No exercises at the end for last 5-6 modules, plus focus on just learning syntax rather thinking",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Vivek R.,Rating: 1.0 out of 5,Highly disappointed in this course! I took this course because I had already taken and learnt Python and MySQL from Colt and I really loved those and with high hopes and expectations I took this course blindly since I trusted in Colt. But I was very disappointed.,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Shubham G.,Rating: 3.0 out of 5,"I really enjoyed the theoretical content of this courseâ€”it was insightful and well-structured, just as I expected. However, when it comes to the exercises, I found them quite straightforward, mainly reinforcing what was covered in the lessons. While this is great for beginners, I feel that more challenging exercisesâ€”at least at an intermediate levelâ€”would have made the course even better.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,S H.,Rating: 4.0 out of 5,"This is one of the best courses I have taken on Udemy. The instructor never has a dull moment, and his lively communication keeps the students engaged. I recommend this course to everyone who is thinking about it or on the edge. The only reason I gave it 4 stars instead of 5 is the lack of exercises from section 16 onwards. I enjoyed these exercises, and they helped cement the concepts.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Pola A.,Rating: 3.5 out of 5,"Would have liked more meaningfull examples, so I could learn how to apply the code in practice. In reality the course felt like a demo of the docs.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Arsalan S.,Rating: 4.5 out of 5,"I really enjoyed the thoroughness of the course. The examples and the datasets selected for the learning purposes are quite practical. This course is truly an eye-opener for anyone who wants to build up new skills in Python data analysis in simple & intentionally drawn steps. Thanks, Colt Steele for this wonderful skill sharing!!!!",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Dobri G.,Rating: 5.0 out of 5,"Really great course! Just feel like there might be more sections needed, particularly the last section, and more exercises would be perfect.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,Tegegn O.,Rating: 5.0 out of 5,"It took me a while to finish it, the course is very insightful. It seemed impossible for me to know the content but Colt explains and takes his time with everything so one can understand it better",
,,,,,
